EUROSYS_ITEM,Item,Time,Value
A6,Other claims on euro area credit institutions denominated in euro,2002-12-13,197
A6,Other claims on euro area credit institutions denominated in euro,2002-12-20,163
A6,Other claims on euro area credit institutions denominated in euro,2002-12-27,109
A6,Other claims on euro area credit institutions denominated in euro,2003-01-03,120
A6,Other claims on euro area credit institutions denominated in euro,2003-01-10,103
A6,Other claims on euro area credit institutions denominated in euro,2003-01-17,174
A6,Other claims on euro area credit institutions denominated in euro,2003-01-24,238
A6,Other claims on euro area credit institutions denominated in euro,2003-01-31,296
A6,Other claims on euro area credit institutions denominated in euro,2003-02-07,330
A6,Other claims on euro area credit institutions denominated in euro,2003-02-14,326
A6,Other claims on euro area credit institutions denominated in euro,2003-02-21,250
A6,Other claims on euro area credit institutions denominated in euro,2003-02-28,552
A6,Other claims on euro area credit institutions denominated in euro,2003-03-07,938
A6,Other claims on euro area credit institutions denominated in euro,2003-11-28,773
A6,Other claims on euro area credit institutions denominated in euro,2003-12-05,470
A6,Other claims on euro area credit institutions denominated in euro,2003-12-12,456
A6,Other claims on euro area credit institutions denominated in euro,2003-12-19,687
A6,Other claims on euro area credit institutions denominated in euro,2003-12-26,720
A6,Other claims on euro area credit institutions denominated in euro,2004-01-02,819
A6,Other claims on euro area credit institutions denominated in euro,2004-01-09,954
A6,Other claims on euro area credit institutions denominated in euro,2004-01-16,1150
A6,Other claims on euro area credit institutions denominated in euro,2004-01-23,854
A6,Other claims on euro area credit institutions denominated in euro,2004-01-30,1067
A6,Other claims on euro area credit institutions denominated in euro,2004-02-06,1055
A6,Other claims on euro area credit institutions denominated in euro,2004-02-13,1461
A6,Other claims on euro area credit institutions denominated in euro,2004-02-20,1434
A6,Other claims on euro area credit institutions denominated in euro,2004-02-27,1284
A6,Other claims on euro area credit institutions denominated in euro,2004-03-05,1179
A6,Other claims on euro area credit institutions denominated in euro,2004-03-12,1162
A6,Other claims on euro area credit institutions denominated in euro,2004-03-19,1258
A6,Other claims on euro area credit institutions denominated in euro,2004-03-26,1239
A6,Other claims on euro area credit institutions denominated in euro,2004-12-17,3003
A6,Other claims on euro area credit institutions denominated in euro,2004-12-24,3708
A6,Other claims on euro area credit institutions denominated in euro,2004-12-31,3763
A6,Other claims on euro area credit institutions denominated in euro,2005-01-07,3180
A6,Other claims on euro area credit institutions denominated in euro,2005-01-14,3431
A6,Other claims on euro area credit institutions denominated in euro,2005-01-21,3511
A6,Other claims on euro area credit institutions denominated in euro,2005-01-28,3553
A6,Other claims on euro area credit institutions denominated in euro,2005-02-04,3449
A6,Other claims on euro area credit institutions denominated in euro,2005-02-11,3057
A6,Other claims on euro area credit institutions denominated in euro,2005-02-18,3455
A6,Other claims on euro area credit institutions denominated in euro,2005-02-25,3303
A6,Other claims on euro area credit institutions denominated in euro,2005-03-04,3189
A6,Other claims on euro area credit institutions denominated in euro,2005-03-11,3206
A6,Other claims on euro area credit institutions denominated in euro,2005-03-18,3488
A6,Other claims on euro area credit institutions denominated in euro,2005-03-25,2918
A6,Other claims on euro area credit institutions denominated in euro,2005-04-01,2710
A6,Other claims on euro area credit institutions denominated in euro,2005-04-08,2993
A6,Other claims on euro area credit institutions denominated in euro,2005-04-15,3063
A6,Other claims on euro area credit institutions denominated in euro,2006-01-06,3735
A6,Other claims on euro area credit institutions denominated in euro,2006-01-13,4085
A6,Other claims on euro area credit institutions denominated in euro,2006-01-20,3880
A6,Other claims on euro area credit institutions denominated in euro,2006-01-27,4041
A6,Other claims on euro area credit institutions denominated in euro,2006-02-03,3684
A6,Other claims on euro area credit institutions denominated in euro,2006-02-10,3863
A6,Other claims on euro area credit institutions denominated in euro,2006-02-17,4020
A6,Other claims on euro area credit institutions denominated in euro,2006-02-24,3914
A6,Other claims on euro area credit institutions denominated in euro,2006-03-03,3601
A6,Other claims on euro area credit institutions denominated in euro,2006-03-10,4335
A6,Other claims on euro area credit institutions denominated in euro,2006-03-17,5113
A6,Other claims on euro area credit institutions denominated in euro,2006-03-24,5120
A6,Other claims on euro area credit institutions denominated in euro,2006-03-31,5914
A6,Other claims on euro area credit institutions denominated in euro,2006-04-07,5329
A6,Other claims on euro area credit institutions denominated in euro,2006-04-14,5435
A6,Other claims on euro area credit institutions denominated in euro,2006-04-21,5342
A6,Other claims on euro area credit institutions denominated in euro,2006-04-28,5656
A6,Other claims on euro area credit institutions denominated in euro,2006-05-05,6059
A6,Other claims on euro area credit institutions denominated in euro,2006-05-12,5384
A6,Other claims on euro area credit institutions denominated in euro,2007-02-02,11620
A6,Other claims on euro area credit institutions denominated in euro,2007-02-09,12515
A6,Other claims on euro area credit institutions denominated in euro,2007-02-16,12569
A6,Other claims on euro area credit institutions denominated in euro,2007-02-23,13982
A6,Other claims on euro area credit institutions denominated in euro,2007-03-02,12822
A6,Other claims on euro area credit institutions denominated in euro,2007-03-09,13619
A6,Other claims on euro area credit institutions denominated in euro,2007-03-16,13482
A6,Other claims on euro area credit institutions denominated in euro,2007-03-23,14376
A6,Other claims on euro area credit institutions denominated in euro,2007-03-30,14759
A6,Other claims on euro area credit institutions denominated in euro,2007-04-06,14794
A6,Other claims on euro area credit institutions denominated in euro,2007-04-13,14741
A6,Other claims on euro area credit institutions denominated in euro,2007-04-20,14175
A6,Other claims on euro area credit institutions denominated in euro,2007-04-27,15800
A6,Other claims on euro area credit institutions denominated in euro,2007-05-04,13965
A6,Other claims on euro area credit institutions denominated in euro,2007-05-11,14120
A6,Other claims on euro area credit institutions denominated in euro,2007-05-18,13782
A6,Other claims on euro area credit institutions denominated in euro,2007-05-25,14135
A6,Other claims on euro area credit institutions denominated in euro,2007-06-01,14415
A6,Other claims on euro area credit institutions denominated in euro,2008-02-22,31361
A6,Other claims on euro area credit institutions denominated in euro,2008-02-29,30801
A6,Other claims on euro area credit institutions denominated in euro,2008-03-07,31196
A6,Other claims on euro area credit institutions denominated in euro,2008-03-14,33450
A6,Other claims on euro area credit institutions denominated in euro,2008-03-21,34236
A6,Other claims on euro area credit institutions denominated in euro,2008-03-28,34840
A6,Other claims on euro area credit institutions denominated in euro,2008-04-04,34182
A6,Other claims on euro area credit institutions denominated in euro,2008-04-11,35171
A6,Other claims on euro area credit institutions denominated in euro,2008-04-18,34639
A6,Other claims on euro area credit institutions denominated in euro,2008-04-25,34832
A6,Other claims on euro area credit institutions denominated in euro,2008-05-02,32022
A6,Other claims on euro area credit institutions denominated in euro,2008-05-09,34575
A6,Other claims on euro area credit institutions denominated in euro,2008-05-16,33932
A6,Other claims on euro area credit institutions denominated in euro,2008-05-23,32462
A6,Other claims on euro area credit institutions denominated in euro,2008-05-30,32095
A6,Other claims on euro area credit institutions denominated in euro,2008-06-06,31396
A6,Other claims on euro area credit institutions denominated in euro,2008-06-13,30353
A6,Other claims on euro area credit institutions denominated in euro,2008-06-20,30606
A6,Other claims on euro area credit institutions denominated in euro,2008-06-27,31723
A6,Other claims on euro area credit institutions denominated in euro,2009-03-20,29508
A6,Other claims on euro area credit institutions denominated in euro,2009-03-27,32042
A6,Other claims on euro area credit institutions denominated in euro,2009-04-03,33132
A6,Other claims on euro area credit institutions denominated in euro,2009-04-10,33609
A6,Other claims on euro area credit institutions denominated in euro,2009-04-17,32044
A6,Other claims on euro area credit institutions denominated in euro,2009-04-24,31449
A6,Other claims on euro area credit institutions denominated in euro,2009-05-01,27907
A6,Other claims on euro area credit institutions denominated in euro,2009-05-08,26453
A6,Other claims on euro area credit institutions denominated in euro,2009-05-15,24918
A6,Other claims on euro area credit institutions denominated in euro,2009-05-22,25359
A6,Other claims on euro area credit institutions denominated in euro,2009-05-29,25941
A6,Other claims on euro area credit institutions denominated in euro,2009-06-05,24081
A6,Other claims on euro area credit institutions denominated in euro,2009-06-12,23876
A6,Other claims on euro area credit institutions denominated in euro,2009-06-19,24031
A6,Other claims on euro area credit institutions denominated in euro,1999-03-05,861
A6,Other claims on euro area credit institutions denominated in euro,1999-03-12,937
A6,Other claims on euro area credit institutions denominated in euro,1999-03-19,965
A6,Other claims on euro area credit institutions denominated in euro,1999-03-26,866
A6,Other claims on euro area credit institutions denominated in euro,1999-04-02,875
A6,Other claims on euro area credit institutions denominated in euro,1999-04-09,843
A6,Other claims on euro area credit institutions denominated in euro,2000-01-07,1181
A6,Other claims on euro area credit institutions denominated in euro,2000-01-14,1191
A6,Other claims on euro area credit institutions denominated in euro,2000-01-21,877
A6,Other claims on euro area credit institutions denominated in euro,2000-01-28,574
A6,Other claims on euro area credit institutions denominated in euro,2000-02-04,1053
A6,Other claims on euro area credit institutions denominated in euro,2000-02-11,954
A6,Other claims on euro area credit institutions denominated in euro,2000-02-18,951
A6,Other claims on euro area credit institutions denominated in euro,2000-02-25,1252
A6,Other claims on euro area credit institutions denominated in euro,2000-03-03,822
A6,Other claims on euro area credit institutions denominated in euro,2000-03-10,666
A6,Other claims on euro area credit institutions denominated in euro,2000-03-17,680
A6,Other claims on euro area credit institutions denominated in euro,2000-03-24,732
A6,Other claims on euro area credit institutions denominated in euro,2000-03-31,731
A6,Other claims on euro area credit institutions denominated in euro,2000-04-07,577
A6,Other claims on euro area credit institutions denominated in euro,2000-04-14,770
A6,Other claims on euro area credit institutions denominated in euro,2000-04-21,1177
A6,Other claims on euro area credit institutions denominated in euro,2000-04-28,1154
A6,Other claims on euro area credit institutions denominated in euro,2000-05-05,1182
A6,Other claims on euro area credit institutions denominated in euro,2001-06-01,276
A6,Other claims on euro area credit institutions denominated in euro,2001-06-08,241
A6,Other claims on euro area credit institutions denominated in euro,2001-06-15,241
A6,Other claims on euro area credit institutions denominated in euro,2001-06-22,242
A6,Other claims on euro area credit institutions denominated in euro,2001-06-29,538
A6,Other claims on euro area credit institutions denominated in euro,2001-07-06,339
A6,Other claims on euro area credit institutions denominated in euro,2001-07-13,412
A6,Other claims on euro area credit institutions denominated in euro,2001-07-20,374
A6,Other claims on euro area credit institutions denominated in euro,2001-07-27,252
A6,Other claims on euro area credit institutions denominated in euro,2001-08-03,305
A6,Other claims on euro area credit institutions denominated in euro,2001-08-10,281
A6,Other claims on euro area credit institutions denominated in euro,2001-08-17,249
A6,Other claims on euro area credit institutions denominated in euro,2001-08-24,260
A6,Other claims on euro area credit institutions denominated in euro,2001-08-31,252
A6,Other claims on euro area credit institutions denominated in euro,2001-09-07,320
A6,Other claims on euro area credit institutions denominated in euro,2001-09-14,380
A6,Other claims on euro area credit institutions denominated in euro,2001-09-21,387
A6,Other claims on euro area credit institutions denominated in euro,2001-09-28,446
A6,Other claims on euro area credit institutions denominated in euro,2001-10-05,294
A6,Other claims on euro area credit institutions denominated in euro,2002-06-28,512
A6,Other claims on euro area credit institutions denominated in euro,2002-07-05,414
A6,Other claims on euro area credit institutions denominated in euro,2002-07-12,403
A6,Other claims on euro area credit institutions denominated in euro,2002-07-19,166
A6,Other claims on euro area credit institutions denominated in euro,2002-07-26,405
A6,Other claims on euro area credit institutions denominated in euro,2002-08-02,422
A6,Other claims on euro area credit institutions denominated in euro,2002-08-09,402
A6,Other claims on euro area credit institutions denominated in euro,2002-08-16,151
A6,Other claims on euro area credit institutions denominated in euro,2002-08-23,144
A6,Other claims on euro area credit institutions denominated in euro,2002-08-30,367
A6,Other claims on euro area credit institutions denominated in euro,2002-09-06,244
A6,Other claims on euro area credit institutions denominated in euro,2002-09-13,164
A6,Other claims on euro area credit institutions denominated in euro,2002-09-20,213
A6,Other claims on euro area credit institutions denominated in euro,2002-09-27,312
A6,Other claims on euro area credit institutions denominated in euro,2002-10-04,616
A6,Other claims on euro area credit institutions denominated in euro,2002-10-11,619
A6,Other claims on euro area credit institutions denominated in euro,2002-10-18,441
A6,Other claims on euro area credit institutions denominated in euro,2002-10-25,155
A6,Other claims on euro area credit institutions denominated in euro,2003-07-18,327
A6,Other claims on euro area credit institutions denominated in euro,2003-07-25,289
A6,Other claims on euro area credit institutions denominated in euro,2003-08-01,212
A6,Other claims on euro area credit institutions denominated in euro,2003-08-08,235
A6,Other claims on euro area credit institutions denominated in euro,2003-08-15,236
A6,Other claims on euro area credit institutions denominated in euro,2003-08-22,318
A6,Other claims on euro area credit institutions denominated in euro,2003-08-29,346
A6,Other claims on euro area credit institutions denominated in euro,2003-09-05,357
A6,Other claims on euro area credit institutions denominated in euro,2003-09-12,301
A6,Other claims on euro area credit institutions denominated in euro,2003-09-19,288
A6,Other claims on euro area credit institutions denominated in euro,2003-09-26,348
A6,Other claims on euro area credit institutions denominated in euro,2003-10-03,358
A6,Other claims on euro area credit institutions denominated in euro,2003-10-10,287
A6,Other claims on euro area credit institutions denominated in euro,2003-10-17,386
A6,Other claims on euro area credit institutions denominated in euro,2003-10-24,385
A6,Other claims on euro area credit institutions denominated in euro,2003-10-31,442
A6,Other claims on euro area credit institutions denominated in euro,2003-11-07,595
A6,Other claims on euro area credit institutions denominated in euro,2003-11-14,732
A6,Other claims on euro area credit institutions denominated in euro,2003-11-21,849
A6,Other claims on euro area credit institutions denominated in euro,2004-08-06,829
A6,Other claims on euro area credit institutions denominated in euro,2004-08-13,994
A6,Other claims on euro area credit institutions denominated in euro,2004-08-20,1415
A6,Other claims on euro area credit institutions denominated in euro,2004-08-27,1127
A6,Other claims on euro area credit institutions denominated in euro,2004-09-03,1540
A6,Other claims on euro area credit institutions denominated in euro,2004-09-10,1510
A6,Other claims on euro area credit institutions denominated in euro,2004-09-17,1573
A6,Other claims on euro area credit institutions denominated in euro,2004-09-24,1586
A6,Other claims on euro area credit institutions denominated in euro,2004-10-01,1817
A6,Other claims on euro area credit institutions denominated in euro,2004-10-08,1979
A6,Other claims on euro area credit institutions denominated in euro,2004-10-15,1824
A6,Other claims on euro area credit institutions denominated in euro,2004-10-22,1797
A6,Other claims on euro area credit institutions denominated in euro,2004-10-29,1850
A6,Other claims on euro area credit institutions denominated in euro,2004-11-05,2246
A6,Other claims on euro area credit institutions denominated in euro,2004-11-12,1885
A6,Other claims on euro area credit institutions denominated in euro,2004-11-19,1645
A6,Other claims on euro area credit institutions denominated in euro,2004-11-26,1662
A6,Other claims on euro area credit institutions denominated in euro,2004-12-03,1811
A6,Other claims on euro area credit institutions denominated in euro,2004-12-10,2243
A6,Other claims on euro area credit institutions denominated in euro,2005-09-02,3260
A6,Other claims on euro area credit institutions denominated in euro,2005-09-09,3386
A6,Other claims on euro area credit institutions denominated in euro,2005-09-16,3598
A6,Other claims on euro area credit institutions denominated in euro,2005-09-23,3592
A6,Other claims on euro area credit institutions denominated in euro,2005-09-30,3392
A6,Other claims on euro area credit institutions denominated in euro,2005-10-07,3686
A6,Other claims on euro area credit institutions denominated in euro,2005-10-14,3249
A6,Other claims on euro area credit institutions denominated in euro,2005-10-21,3391
A6,Other claims on euro area credit institutions denominated in euro,2005-10-28,3257
A6,Other claims on euro area credit institutions denominated in euro,2005-11-04,2824
A6,Other claims on euro area credit institutions denominated in euro,2005-11-11,3073
A6,Other claims on euro area credit institutions denominated in euro,2005-11-18,3653
A6,Other claims on euro area credit institutions denominated in euro,2005-11-25,3460
A6,Other claims on euro area credit institutions denominated in euro,2005-12-02,3065
A6,Other claims on euro area credit institutions denominated in euro,2005-12-09,3091
A6,Other claims on euro area credit institutions denominated in euro,2005-12-16,3203
A6,Other claims on euro area credit institutions denominated in euro,2005-12-23,3500
A6,Other claims on euro area credit institutions denominated in euro,2005-12-30,3635
A6,Other claims on euro area credit institutions denominated in euro,2006-09-22,9108
A6,Other claims on euro area credit institutions denominated in euro,2006-09-29,9195
A6,Other claims on euro area credit institutions denominated in euro,2006-10-06,9379
A6,Other claims on euro area credit institutions denominated in euro,2006-10-13,9059
A6,Other claims on euro area credit institutions denominated in euro,2006-10-20,8907
A6,Other claims on euro area credit institutions denominated in euro,2006-10-27,10083
A6,Other claims on euro area credit institutions denominated in euro,2006-11-03,9106
A6,Other claims on euro area credit institutions denominated in euro,2006-11-10,9060
A6,Other claims on euro area credit institutions denominated in euro,2006-11-17,10083
A6,Other claims on euro area credit institutions denominated in euro,2006-11-24,9353
A6,Other claims on euro area credit institutions denominated in euro,2006-12-01,9833
A6,Other claims on euro area credit institutions denominated in euro,2006-12-08,9503
A6,Other claims on euro area credit institutions denominated in euro,2006-12-15,10414
A6,Other claims on euro area credit institutions denominated in euro,2006-12-22,10797
A6,Other claims on euro area credit institutions denominated in euro,2006-12-29,10797
A6,Other claims on euro area credit institutions denominated in euro,2007-01-05,12885
A6,Other claims on euro area credit institutions denominated in euro,2007-01-12,12751
A6,Other claims on euro area credit institutions denominated in euro,2007-01-19,12126
A6,Other claims on euro area credit institutions denominated in euro,2007-01-26,12534
A6,Other claims on euro area credit institutions denominated in euro,2007-10-19,15155
A6,Other claims on euro area credit institutions denominated in euro,2007-10-26,15409
A6,Other claims on euro area credit institutions denominated in euro,2007-11-02,17494
A6,Other claims on euro area credit institutions denominated in euro,2007-11-09,17821
A6,Other claims on euro area credit institutions denominated in euro,2007-11-16,20106
A6,Other claims on euro area credit institutions denominated in euro,2007-11-23,20241
A6,Other claims on euro area credit institutions denominated in euro,2007-11-30,20972
A6,Other claims on euro area credit institutions denominated in euro,2007-12-07,22536
A6,Other claims on euro area credit institutions denominated in euro,2007-12-14,23417
A6,Other claims on euro area credit institutions denominated in euro,2007-12-21,23796
A6,Other claims on euro area credit institutions denominated in euro,2007-12-28,23752
A6,Other claims on euro area credit institutions denominated in euro,2008-10-03,75502
A6,Other claims on euro area credit institutions denominated in euro,2008-10-10,66110
A6,Other claims on euro area credit institutions denominated in euro,2008-10-17,61163
A6,Other claims on euro area credit institutions denominated in euro,2008-10-24,64045
A6,Other claims on euro area credit institutions denominated in euro,2008-10-31,63626
A6,Other claims on euro area credit institutions denominated in euro,2009-07-24,23989
A6,Other claims on euro area credit institutions denominated in euro,2009-07-31,24301
A6,Other claims on euro area credit institutions denominated in euro,2009-08-07,24016
A6,Other claims on euro area credit institutions denominated in euro,2009-08-14,22607
A6,Other claims on euro area credit institutions denominated in euro,2009-08-21,22955
A6,Other claims on euro area credit institutions denominated in euro,2009-08-28,22095
A6,Other claims on euro area credit institutions denominated in euro,2009-09-04,23335
A6,Other claims on euro area credit institutions denominated in euro,2009-09-11,24022
A6,Other claims on euro area credit institutions denominated in euro,2009-09-18,24686
A6,Other claims on euro area credit institutions denominated in euro,2009-09-25,26356
A6,Other claims on euro area credit institutions denominated in euro,2009-10-02,24675
A6,Other claims on euro area credit institutions denominated in euro,2009-10-09,23969
A6,Other claims on euro area credit institutions denominated in euro,2009-10-16,22176
A6,Other claims on euro area credit institutions denominated in euro,2009-10-23,21115
A6,Other claims on euro area credit institutions denominated in euro,2009-10-30,19860
A6,Other claims on euro area credit institutions denominated in euro,2009-11-06,20156
A6,Other claims on euro area credit institutions denominated in euro,2009-11-13,21767
A6,Other claims on euro area credit institutions denominated in euro,2009-11-20,22058
A6,Other claims on euro area credit institutions denominated in euro,2009-11-27,20581
A6,Other claims on euro area credit institutions denominated in euro,2010-08-13,39529
A6,Other claims on euro area credit institutions denominated in euro,2010-08-20,37529
A6,Other claims on euro area credit institutions denominated in euro,2010-08-27,34168
A6,Other claims on euro area credit institutions denominated in euro,2010-09-03,32330
A6,Other claims on euro area credit institutions denominated in euro,2010-09-10,30713
A6,Other claims on euro area credit institutions denominated in euro,2010-09-17,30016
A6,Other claims on euro area credit institutions denominated in euro,2010-09-24,27580
A6,Other claims on euro area credit institutions denominated in euro,2010-10-01,26252
A6,Other claims on euro area credit institutions denominated in euro,2010-10-08,29081
A6,Other claims on euro area credit institutions denominated in euro,2010-10-15,29876
A6,Other claims on euro area credit institutions denominated in euro,2010-10-22,30683
A6,Other claims on euro area credit institutions denominated in euro,2010-10-29,30210
A6,Other claims on euro area credit institutions denominated in euro,2010-11-05,28353
A6,Other claims on euro area credit institutions denominated in euro,2010-11-12,28265
A6,Other claims on euro area credit institutions denominated in euro,2010-11-19,28794
A6,Other claims on euro area credit institutions denominated in euro,2010-11-26,31607
A6,Other claims on euro area credit institutions denominated in euro,2010-12-03,32980
A6,Other claims on euro area credit institutions denominated in euro,2010-12-10,33941
A6,Other claims on euro area credit institutions denominated in euro,2010-12-17,37454
A6,Other claims on euro area credit institutions denominated in euro,2011-09-09,48024
A6,Other claims on euro area credit institutions denominated in euro,2011-09-16,52229
A6,Other claims on euro area credit institutions denominated in euro,2011-09-23,50153
A6,Other claims on euro area credit institutions denominated in euro,2011-09-30,52322
A6,Other claims on euro area credit institutions denominated in euro,2011-10-07,68334
A6,Other claims on euro area credit institutions denominated in euro,2011-10-14,78180
A6,Other claims on euro area credit institutions denominated in euro,2011-10-21,79747
A6,Other claims on euro area credit institutions denominated in euro,2011-10-28,84998
A6,Other claims on euro area credit institutions denominated in euro,2011-11-04,85528
A6,Other claims on euro area credit institutions denominated in euro,2011-11-11,89087
A6,Other claims on euro area credit institutions denominated in euro,2011-11-18,90656
A6,Other claims on euro area credit institutions denominated in euro,2011-11-25,93197
A6,Other claims on euro area credit institutions denominated in euro,2011-12-02,92447
A6,Other claims on euro area credit institutions denominated in euro,2011-12-09,89977
A6,Other claims on euro area credit institutions denominated in euro,2011-12-16,94989
A6,Other claims on euro area credit institutions denominated in euro,2011-12-23,94989
A6,Other claims on euro area credit institutions denominated in euro,2011-12-30,78652
A6,Other claims on euro area credit institutions denominated in euro,2012-01-06,66838
A6,Other claims on euro area credit institutions denominated in euro,2012-09-28,212652
A6,Other claims on euro area credit institutions denominated in euro,2012-10-05,211168
A6,Other claims on euro area credit institutions denominated in euro,2012-10-12,220585
A6,Other claims on euro area credit institutions denominated in euro,2012-10-19,214553
A6,Other claims on euro area credit institutions denominated in euro,2012-10-26,230744
A6,Other claims on euro area credit institutions denominated in euro,2012-11-02,232223
A6,Other claims on euro area credit institutions denominated in euro,2012-11-09,233297
A6,Other claims on euro area credit institutions denominated in euro,2012-11-16,235483
A6,Other claims on euro area credit institutions denominated in euro,2012-11-23,229450
A6,Other claims on euro area credit institutions denominated in euro,2012-11-30,233676
A6,Other claims on euro area credit institutions denominated in euro,2012-12-07,229504
A6,Other claims on euro area credit institutions denominated in euro,2012-12-14,228987
A6,Other claims on euro area credit institutions denominated in euro,2012-12-21,208292
A6,Other claims on euro area credit institutions denominated in euro,2012-12-28,206254
A6,Other claims on euro area credit institutions denominated in euro,2013-01-04,203816
A6,Other claims on euro area credit institutions denominated in euro,2013-01-11,200114
A6,Other claims on euro area credit institutions denominated in euro,2013-01-18,138027
A6,Other claims on euro area credit institutions denominated in euro,2013-01-25,131320
A6,Other claims on euro area credit institutions denominated in euro,2013-02-01,127288
A6,Other claims on euro area credit institutions denominated in euro,2013-10-25,77255
A6,Other claims on euro area credit institutions denominated in euro,2013-11-01,80406
A6,Other claims on euro area credit institutions denominated in euro,2013-11-08,83212
A6,Other claims on euro area credit institutions denominated in euro,2013-11-15,83992
A6,Other claims on euro area credit institutions denominated in euro,2013-11-22,81441
A6,Other claims on euro area credit institutions denominated in euro,2013-11-29,77195
A6,Other claims on euro area credit institutions denominated in euro,2013-12-06,75888
A6,Other claims on euro area credit institutions denominated in euro,2013-12-13,73234
A6,Other claims on euro area credit institutions denominated in euro,2013-12-20,74194
A6,Other claims on euro area credit institutions denominated in euro,2013-12-27,74985
A6,Other claims on euro area credit institutions denominated in euro,2014-01-03,73545
A6,Other claims on euro area credit institutions denominated in euro,2014-01-10,72112
A6,Other claims on euro area credit institutions denominated in euro,2014-01-17,73130
A6,Other claims on euro area credit institutions denominated in euro,2014-01-24,74670
A6,Other claims on euro area credit institutions denominated in euro,2014-01-31,72873
A6,Other claims on euro area credit institutions denominated in euro,2014-02-07,70472
A6,Other claims on euro area credit institutions denominated in euro,2014-02-14,74729
A6,Other claims on euro area credit institutions denominated in euro,2014-02-21,76991
A6,Other claims on euro area credit institutions denominated in euro,2014-11-14,56042
A6,Other claims on euro area credit institutions denominated in euro,2014-11-21,60956
A6,Other claims on euro area credit institutions denominated in euro,2014-11-28,58112
A6,Other claims on euro area credit institutions denominated in euro,2014-12-05,58152
A6,Other claims on euro area credit institutions denominated in euro,2014-12-12,54565
A6,Other claims on euro area credit institutions denominated in euro,2014-12-19,58040
A6,Other claims on euro area credit institutions denominated in euro,2014-12-26,58687
A6,Other claims on euro area credit institutions denominated in euro,2015-01-02,60400
A6,Other claims on euro area credit institutions denominated in euro,2015-01-09,58370
A6,Other claims on euro area credit institutions denominated in euro,2015-01-16,59016
A6,Other claims on euro area credit institutions denominated in euro,2015-01-23,58705
A6,Other claims on euro area credit institutions denominated in euro,2015-01-30,62134
A6,Other claims on euro area credit institutions denominated in euro,2015-02-06,64566
A6,Other claims on euro area credit institutions denominated in euro,2015-02-13,116283
A6,Other claims on euro area credit institutions denominated in euro,2015-02-20,121901
A6,Other claims on euro area credit institutions denominated in euro,2015-02-27,124869
A6,Other claims on euro area credit institutions denominated in euro,2015-03-06,121414
A6,Other claims on euro area credit institutions denominated in euro,2015-03-13,120618
A6,Other claims on euro area credit institutions denominated in euro,2015-03-20,117662
A6,Other claims on euro area credit institutions denominated in euro,2015-12-11,124124
A6,Other claims on euro area credit institutions denominated in euro,2015-12-18,122546
A6,Other claims on euro area credit institutions denominated in euro,2015-12-25,111767
A6,Other claims on euro area credit institutions denominated in euro,2016-01-01,107863
A6,Other claims on euro area credit institutions denominated in euro,2016-01-08,110587
A6,Other claims on euro area credit institutions denominated in euro,2016-01-15,111835
A6,Other claims on euro area credit institutions denominated in euro,2016-01-22,114651
A6,Other claims on euro area credit institutions denominated in euro,2016-01-29,114141
A6,Other claims on euro area credit institutions denominated in euro,2016-02-05,113184
A6,Other claims on euro area credit institutions denominated in euro,2016-02-12,115873
A6,Other claims on euro area credit institutions denominated in euro,2016-02-19,114244
A6,Other claims on euro area credit institutions denominated in euro,2016-02-26,114725
A6,Other claims on euro area credit institutions denominated in euro,2016-03-04,114392
A6,Other claims on euro area credit institutions denominated in euro,2016-03-11,113498
A6,Other claims on euro area credit institutions denominated in euro,2016-03-18,114184
A6,Other claims on euro area credit institutions denominated in euro,2016-03-25,112130
A6,Other claims on euro area credit institutions denominated in euro,2016-04-01,111232
A6,Other claims on euro area credit institutions denominated in euro,2016-04-08,111322
A6,Other claims on euro area credit institutions denominated in euro,2016-12-30,69104
A6,Other claims on euro area credit institutions denominated in euro,2017-01-06,70918
A6,Other claims on euro area credit institutions denominated in euro,2017-01-13,74838
A6,Other claims on euro area credit institutions denominated in euro,2017-01-20,78138
A6,Other claims on euro area credit institutions denominated in euro,2017-01-27,80421
A6,Other claims on euro area credit institutions denominated in euro,2017-02-03,79656
A6,Other claims on euro area credit institutions denominated in euro,2017-02-10,81437
A6,Other claims on euro area credit institutions denominated in euro,2017-02-17,80972
A6,Other claims on euro area credit institutions denominated in euro,2017-02-24,81096
A6,Other claims on euro area credit institutions denominated in euro,2017-03-03,83478
A6,Other claims on euro area credit institutions denominated in euro,2017-03-10,82666
A6,Other claims on euro area credit institutions denominated in euro,2017-03-17,86316
A6,Other claims on euro area credit institutions denominated in euro,2017-03-24,82497
A6,Other claims on euro area credit institutions denominated in euro,2017-03-31,69774
A6,Other claims on euro area credit institutions denominated in euro,2009-06-26,24478
A6,Other claims on euro area credit institutions denominated in euro,2009-07-03,23087
A6,Other claims on euro area credit institutions denominated in euro,2009-07-10,23017
A6,Other claims on euro area credit institutions denominated in euro,2009-07-17,22761
A6,Other claims on euro area credit institutions denominated in euro,2010-04-09,29025
A6,Other claims on euro area credit institutions denominated in euro,2010-04-16,31733
A6,Other claims on euro area credit institutions denominated in euro,2010-04-23,32735
A6,Other claims on euro area credit institutions denominated in euro,2010-04-30,32748
A6,Other claims on euro area credit institutions denominated in euro,2010-05-07,33947
A6,Other claims on euro area credit institutions denominated in euro,2010-05-14,36688
A6,Other claims on euro area credit institutions denominated in euro,2010-05-21,39861
